id,sentence,difficulty
1759.0,"À 60 ans aujourd'hui, on a encore devant soi vingt-cinq, voire trente années , explique Patrice Leclerc, responsable du programme personnes âgées à la Fondation de France.",B2
1760.0,"Pour se détendre, Théo prend souvent un bain le soir avant de jouer encore un peu et d'aller dormir",A2
1761.0,"Le chien battit de la queue frénétiquement, puis il rejoignit sa maîtresse en aboyant joyeusement.",C1
1762.0,"En 1620, le Mayflower - un bateau venu d'Europe - accoste dans une zone inconnue qui deviendra beaucoup plus tard la ville de Plymouth dans le nord des États-Unis actuels",B2
1763.0,"Auparavant, la duplication de l'ADN se faisait par clonage moléculaire : la séquence d'intérêt était insérée dans le génome d'une bactérie et l'on se servait du taux de croissance élevé du micro-organisme pour obtenir autant de clones de la séquence d'ADN.",C2
1764.0,Il doit se dépêcher pour ne pas être en retard à l'école.,A2
1765.0,On doit aussi faire tous les exercices,A1
1766.0,"Oui, un acte courageux, surtout quand celle-ci va à l'encontre de la frénésie ambiante, de la course aux infos",B1
1767.0,Tu manges beaucoup.,A1
1768.0,La journée est longue pour lui,A2
1769.0,"Bonjour, je m'appelle Igor",A1
1770.0,Le Net a encouragé des visions utopistes chez d'autres.,C1
1771.0,Je voudrais bien construire les bâtiments les plus hauts du monde.,B1
1772.0,"Mais sa voix, on ne l'a pas beaucoup entendue.",A2
1773.0,"Au début, ça a été très compliqué à mettre en place en fin de compte",A2
1774.0,Je ne trouve pas le livre que tu cherches.,A1
1775.0,Il n'aimait pas les plats de la cantine,A1
1776.0,Nous n'eûmes aucun mal à retrouver l'homme parmi la foule des voyageurs qui convergeaient vers la sortie,C2
1777.0,"Emma, de même, aurait voulu, fuyant la vie, s'envoler dans une étreinte.",C2
1778.0,"Hannah regarda les sabots détestables, qui par-dessus le marché étaient vert fluo.",B2
1779.0,"Une équation, entre autres, porte son nom.",B2
1780.0,"Elle s'est baignée, elle s'est reposée, elle s'est amusée",A1
1781.0,Tu pensais toujours à ton amant qui t'avait abandonné sans pitié.,B1
1782.0,L'école donne des cours de français.,A1
1783.0,Les salariés qui ont cotisé suffisamment peuvent prendre leur retraite à 60 ans.,B2
1784.0,"Un aspect qui différencie ces deux premiers profils cantonaux des autres, c'est le caractère de ""planification positive"" qu'ont ces instruments de contingentement spatial : ils indiquent un objectif, un état souhaitable en termes d'extension maximale des surfaces urbanisées à un horizon temporel donné.",C2
1785.0,Il arrive que le portable brise les amitiés entre jeunes.,B2
1786.0,"En prenant des cours, tu apprendrais plus vite.",B1
1787.0,J'aime beaucoup toute ma famille,A2
1788.0,"D'abord, je dois aller à la boulangerie pour acheter du pain et des croissants",A2
1789.0,Je lus un roman que je me fus procuré à la bibliothèque centrale,C2
1790.0,"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1
1791.0,"Ils m'ont expliqué qu'ils n'avaient pas encore vu quelqu'un d'aussi expressif, et qu'ils allaient me recontacter.",B1
1792.0,"Les impôts sur le revenu et la fortune des personnes physiques, sur le bénéfice et le capital des personnes morales ainsi que sur les bénéfices immobiliers sont des impôts directs que les cantons doivent prélever selon la LHID.",C1
1793.0,Une étude menée par des chercheurs de l'université McGill au Canada vient apporter de nouveaux éléments sur cette étape.,C2
1794.0,J'ai entendu dire que le maire souhaitait supprimer le festival de chants folkloriques.,B2
1795.0,"Avec son repas en famille autour de sa traditionnelle dinde farcie, Thanksgiving est considérée comme une fête aussi importante que Noël aux États-Unis et au Canada",B2
1796.0,"En Amérique centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement colombien pour arrêter l'exploitation illégale de l'or sur les terres ancestrales",B1
1797.0,"On a un prof super cool, genre métissé, cheveux hirsutes, fringues cooles et classes.",C1
1798.0,"Utiliser des stoppeurs externes (horloge, messages d'avertissement), parler de ses affects négatifs à des proches, faire de la relaxation, de la méditation, du sport, se rappeler les conséquences négatives d'une consommation excessive (encourager un discours critique, peser le pour et le contre), surfer sur l'envie (la laisser venir, résister et attendre qu'elle passe)., autant de moyens pour essayer d'endiguer ces envies devenues incontrôlables.",C2
1799.0,"Le soir, nous avons mangé dans un excellent restaurant",A2
1800.0,C'est un spectacle magique,A1
1801.0,"En effet, de nombreux concepts peuvent être abordés sans ordinateur.",B2
1802.0,Comment allez-vous aujourd'hui ?,A1
1803.0,Il a un appartement,A2
1804.0,"Le Père Éternel eut compassion du pauvre homme; il écrivit un mot, en lettres d'or, sur une feuille qu'il cueillit d'un arbre dans le Paradis.",B1
1805.0,"J'ai voulu lui offrir le café mais Marie n'a pas voulu : ""chacun sa part"".",A2
1806.0,"Ainsi en a décidé le très puritain George Bush, avec la bénédiction de la féministe Hillary Clinton.",C1
1807.0,66 % des sympa-thisants de gauche y sont favorables contre 82 % des sympathisants de droite,C2
1808.0,"Selon moi, le risque est trop grand pour qu'on le prenne.",B1
1809.0,"À mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde, je crains que notre propre intelligence ne devienne artificielle.",C1
1810.0,Deux constats récents ont imposé le débat.,C1
1811.0,"Née en 1776, elle est l'une des premières mathématiciennes françaises autodidactes.",B2
1812.0,Le lien entre l'acteur et l'acte commis est inexistant,C2
1813.0,"Sortons, faisons quelquechose, n'importe quoi, juste pour bouger un peu!",B1
1814.0,Le voyageur a été le favori du Prince.,B1
1815.0,"C'est pourquoi, si près de 50 % de nos essais sont sous-traités, nous gagnerons en souplesse et éviterons la baisse momentanée de nos effectifs.",B2
1816.0,Je ne me le suis jamais demandé.,A2
1817.0,"Je ne nie pas que parfois, c'est ma faute.",A2
1818.0,Elle se classe première parmi les meilleures de sa catégorie.,B2
1819.0,"Oui, je vais le faire !",A2
1820.0,Et pas qu'une.,A1
1821.0,C'est un hôtel au bord de la mer,A1
1822.0,La cuisine française est engoncée dans ses traditions et refuse d'en sortir.,B2
1823.0,C'est ici que je cuisine des gâteaux et des pâtisseries,A2
1824.0,Elle est petite.,A1
1825.0,"Si la notion de patriotisme peut sembler marquée à droite, les chantres du patriotisme économique et leurs discours plus culpabilisants qu'encourageants sont de tous bords politiques : de l'extrême droite à l'extrême gauche sans oublier les écologistes",B2
1826.0,Je vous ouvre un compte.,A2
1827.0,"C'étaient de ces chambres de province qui - de même qu'en certains pays des parties entières de l'air ou de la mer sont illuminées ou parfumées par des myriades de protozoaires que nous ne voyons pas - nous enchantent des mille odeurs qu'y dégagent les vertus, la sagesse, les habitudes, toute une vie secrète, invisible, surabondante et morale que l'atmosphère y tient en suspens ; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais déjà casanières, humaines et renfermées, gelée exquise, industrieuse et limpide de tous les fruits de l'année qui ont quitté le verger pour l'armoire ; saisonnières, mais mobilières et domestiques, corrigeant le piquant de la gelée blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flâneuses et rangées, insoucieuses et prévoyantes, lingères, matinales, dévotes, heureuses d'une paix qui n'apporte qu'un surcroît d'anxiété et d'un prosaïsme qui sert de grand réservoir de poésie à celui qui les traverse sans y avoir vécu.",C2
1828.0,L'opinion se convainc de l'inanité du bellicisme.,C2
1829.0,Régine Lemoine-Darthois et Elisabeth Weissman ont fait le même constat.,C1
1830.0,"L'indispensable travail de reconstruction est professionnel et social souvent, psychologique et amoureux parfois.",C1
1831.0,"Bonsoir, J'ai une réservation pour 21h au nom de Smith.",A2
1832.0,"Dans une analyse publiée le 3 mars, UBS estime que l'ensemble du marché est délicat. En Chine et en Corée du Sud, les deux pays où la livraison de repas est la plus développée, les bénéfices opérationnels sont possibles.",C1
1833.0,"Et, pour finir, cet aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet détruit sa réalité même6.",C2
1834.0,"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie d'un autre âge",B2
1835.0,"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1
1836.0,"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",C1
1837.0,"Aujourd'hui, j'ai mangé une mousse au chocolat parce que je ne suis pas à la diète.",A2
1838.0,"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1
1839.0,"À chaque respiration elle sentait la fumée entrer dans ses poumons, tel un insidieux poison.",B2
1840.0,Ils vont souvent à l'opéra,A1
1841.0,"Enfermés dans la souricière d'amour, condamnés aux travaux d'amour à perpétuité, ils étaient couchés l'un près de l'autre, beaux, tendres aimants et sans but.",C2
1842.0,Les hommes la découpent et la placent au-dessus de la flamme.,A2
1843.0,"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2
1844.0,"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1
1845.0,Tu remplis le pot d'eau et tu mets des glaçons.,A2
1846.0,Les ignorer en restant nostalgique est inconscient.,C1
1847.0,"Il s'arrêtait, se baissait, et, lorsqu'elle approchait, de son petit pas hésitant, il sautait en l'air comme les diables enfermés en des boîtes, puis il s'élançait d'une enjambée à l'autre bout du salon.",C2
1848.0,"Ensuite, Marie et moi, on est allés regarder dans une librairie et on a trouvé un livre de contes pour enfant très joli.",B1
1849.0,La biographie est une friandise mais le quotidien de l'écrivain public se nourrit des innombrables demandes de services ponctuels formulées par les particuliers et les entreprises.,C1
1850.0,"Si cette actrice avait accepté le rôle, elle aurait été formidable.",B1
1851.0,On eût difficilement imaginé un plus baroque assemblage de vêtures surannées,C2
1852.0,A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
1853.0,Et ils étaient plus de mille.,B1
1854.0,J'habite à Rouen mais je travaille à Paris,A1
1855.0,Tu l'appelles chaque jour jusqu'à ce qu'il te donne une réponse.,B1
1856.0,Il joue au football depuis cinq ans.,A1
1857.0,"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit",B1
1858.0,"Ainsi, ils gagnent en efficacité et l'employeur en profite.",B2
1859.0,"Tout le monde était tondu à neuf, les oreilles s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2
1860.0,"Le bâtiment principal, qui vient d'être rénové, a l'air tout neuf et ils ont peint les mursen couleurs pastels",B2
1861.0,Il y a aussi les personnages dotés d'un pouvoir politique séculier exceptionnel : les rois.,C2
1862.0,Pour preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,B2
1863.0,"Onze heures sonnèrent, je me rendis auprès d'Ellénore : elle m'attendait.",C2
1864.0,Je vais fermer la porte à clé par sécurité.,A2
1865.0,"Pour vérifier que vous avez bien compris, répondez à ces questions.",A2
1866.0,Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,C2
1867.0,"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2
1868.0,Je travaillais lorsqu'il est arrivé par surprise derrière moi.,A2
1869.0,"Ainsi, Pierre a le privilège d'admirer chaque jour l'un des monuments les plus visités au monde",A1
1870.0,Ma mère s'appelle Marie.,A1
1871.0,Certains vagabonds tiennent minutieusement leur propre guide de voyage et monnayent leurs informations.,C2
1872.0,Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale .,C1
1873.0,J'en connais qu'une seule : Valérie,A2
1874.0,J'aime beaucoup ceux avec la tour Eiffel.,A1
1875.0,"Beaucoup voient leur nid familial sous un nouveau jour : ""Les appartements parisiens des arrondissements historiques sont peut-être plein de charme, mais ils sont surtout trop petits"", se moque le Wall Street Journal.",B2
1876.0,Ils furent allés acheter une panoplie de produits d'entretien pour décrasser leur garage.,C1
1877.0,On doit toujours écouter ses parents,A1
1878.0,Qu'est-ce que vous voulez ?,A2
1879.0,"J'aimai, je respectai mille fois plus Ellénore après qu'elle se fut donnée.",C2
1880.0,"s'ils ont la garde légale de leur progéniture, ils doivents absolument montrer les papiers légaux de garde",C1
1881.0,Juste un petit peu.,A1
1882.0,"Voilà, monsieur",A1
1883.0,"Personnalité clivante au sein de la majorité, la ministre de la transition écologique, Barbara Pompili, a la lourde tâche de redorer le bilan environnemental d'Emmanuel Macron pour l'élection présidentielle de 2022.",C1
1884.0,Je promettais de dire la vérité.,A2
1885.0,"Plusieurs années avant de se faire connaitre sous le nom de Saul Goodman, James McGill était un arnaqueur à Cicero et comptait sur son frère Charles McGill, un grand avocat, pour sortir de prison quand il était arrêté.",C1
1886.0,"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1
1887.0,"Dès que j'eus dégusté mon repas, je me sentis apaisé.",C2
1888.0,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour uninvestissement moyen de 7 euros.",C2
1889.0,Le débat porte plutôt sur l'utilité d'une telle mesure.,B1
1890.0,"Cette façon d'entrer dans les pensées des personnages presque par effraction, sans s'excuser, et de naviguer dans un océan à l'amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1
1891.0,"C'est ici, Monsieur.",A1
1892.0,Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1
1893.0,"Une fois rentrés chez eux, les élèves que j'ai pu étudier au lycée Dorian vont sur des plates-formes, alors pas forcément les plates-formes académiques type ENT, mais vont par exemple sur Facebook, ils coopèrent, ils s'échangent des informations sur les cours, sur les exercices.",C2
1894.0,"Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",B1
1895.0,"Son fils l'aide, mais il est encore très jeune : il n'a que treize ans, ce n'est pas encore un guerrier.",A2
1896.0,"Le ministre de l'Education a lancé un appel d'offres aux associations pour introduire en primaire une initiation au code informatique , facultative, sur les temps périscolaires dégagés par la réforme des rythmes scolaires.",C2
1897.0,"Moi-même, je suis séduit par la coincidentia oppositorum, la nécessité de maintenir ensemble les contraires.",C2
1898.0,Le livre est mis en vitrine par les libraires,A2
1899.0,"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1
1900.0,Mais trop de gens sont encore désarmés face aux ordinateurs.,C2
1901.0,Il est allé chez le dentiste pour enlever une dent hier matin avant d'aller au travail.,A2
1902.0,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffsamment appliquée parce qu'aucune sanction n'est prévue.",B2
1903.0,"Je m'occuperai des enfants ce week-end-là, j'ai déjà posé mes congés.",B1
1904.0,"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1
1905.0,Je lui ferai découvrir les villes de Lyon et de Montpellier.,B1
1906.0,"Enfin, vous signerez avec votre certificat électronique l'ensemble de ces éléments avant de cliquer sur envoi .",B2
1907.0,"Le chat a voulu s'asseoir dans le fauteuil, mais Simon n'a pas voulu.",A1
1908.0,C'est pas mal.,A1
1909.0,"Au bout de trois ans et trois jours, le prince a enfin découvert l'enchanteresse?",B1
1910.0,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1
1911.0,"Je voudrais réserver une chambre double pour deux nuits, s'il vous plaît.",A1
1912.0,"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière en blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses ancêtres.",C1
1913.0,"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2
1914.0,Nous aurions de toute évidence du mal à les rendre.,B1
1915.0,"Yukihiro a déjà investi 2, 3 millions d'euros dans son procédé unique au monde, qui vient d'être installé, à la demande du maire, dans la commune d'Uki, au sud du pays.",B2
1916.0,Plusieurs personnes qui ont vécu ces jours tourmentés racontent.,C1
1917.0,Le soleil aplatissait le chemin du Quai à grands coups de langue,C2
1918.0,"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",C2
1919.0,"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1
1920.0,"L'auteur évoque l'insouciance des journées passées avec la panse pleine et sa conviction, acquise dans le monde du vagabondage, que le travail régulier, dégradant, ne fera plus jamais partie de son mode de vie.",C2
1921.0,"Elle mit vivement son chapeau à plumes, sa cape et elle partit en silence sans ajouter le moindre mot.",B2
1922.0,"Contre le mur, il y a une grande affiche",A1
1923.0,"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2
1924.0,"Elle signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2
1925.0,"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1
1926.0,"En 2019, le taux d'imposition de l'énergie était de 335 francs par tonne d'équivalent pétrole (TEP), une unité de mesure qui permet de comparer entre eux les différents agents énergétiques.",C1
1927.0,La situation est plus complexe pour les parents divorcés ou séparés,B2
1928.0,Je me sens très bien dans ma nouvelle maison !,A2
1929.0,"Au Québec on ne discute pas, on jase",C1
1930.0,"Oui, elle est grande. Mais le lit est petit.",A1
1931.0,Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
1932.0,"Ma chère Anne, je n'ai pas trouvè le mari vraiment charmante non plus.",B1
1933.0,Les habitants seraient très choqués d'apprendre l'interdiction des voitures en centre-ville.,B2
1934.0,Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2
1935.0,"Et la Bretagne offre cette respiration, parce que chez nous, le luxe c'est l'espace.",B1
1936.0,Il accepte de le cacher dans sa poitrine.,A2
1937.0,"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de téléphonie Internet, l'Italie a souligné son désaccord avec une telle politique.",C1
1938.0,J'ai lu et bien compris l'histoire.,A2
1939.0,Ce spectacle est très amusant.,A1
1940.0,"Pour les femmes surtout, nuancent Régine Lemoine-Darthois et Elisabeth Weissman.",C1
1941.0,L'école n'a plus la même fonction qu'hier parce que le monde a changé.,A2
1942.0,"Ils se disent prêts à quitter travail et confort, à s'éloigner de leurs amis, à ""gagner moins pour vivre mieux"".",A2
1943.0,"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille",C1
1944.0,"Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",B1
1945.0,Je suis d'accord.,A1
1946.0,"Cette femme, malgré sa situation désavantageuse, avait montré, dans plusieurs occasions, un caractère distingué.",B2
1947.0,Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2
1948.0,"Aux premiers abords, cette race peut se méfier des étrangers, mais est facilement docile avec son maître.",B2
1949.0,"Aujourd'hui, avec mes parents et ma soeur nous partons en voyage.",A1
1950.0,L'exploitation est la plupart du temps confiée à des sociétés privées européennes ou asiatiques.,B2
1951.0,Enfin j'entendis sonner l'heure à laquelle je devais me rendre chez le comte.,C2
1952.0,"Quand il ne fait pas beau, j'y vais en bus",A1
1953.0,Je veux espérer qu'il n'a pas vu l'affiche !,A2
1954.0,Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1
1955.0,Et puis après quelques jours tout était plus facile.,B1
1956.0,Je vais prendre la tarte tatin.,A1
1957.0,Je te propose un rendez-vous à 20 heures au bar,A2
1958.0,Le temps des hommes s'articule autour de ce jour chômé.,C2
1959.0,"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1
1960.0,"Malgré le danger, il a gardé la tête froide durant cette expérience.",B2
1961.0,"Craignant la défaite électorale, Trump dégobille allègrement sur le système électoral, parle de fraude et d'irrégularités, comme si elles étaient monnaie courante.",C2
1962.0,"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2
1963.0,Je vais à l'école pendant la journée.,A2
1964.0,"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2
1965.0,"Son inégale diffusion dans l'espace, son intensité variable commandent les transformations démographiques et sociales des populations et modifient a terme les paysages géographiques.",C1
1966.0,"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2
1967.0,Nous sommes dans un monde globalement mieux nourri.,B2
1968.0,"A côté des progrès récents dans le domaine des biothérapies, la modulation nutritionnelle de l'inflammation intestinale offre des possibilités thérapeutiques simples, et sûres.",C2
1969.0,"Elle était très religieuse, parce que la religion condamnait rigoureusement son genre de vie.",B2
1970.0,Je fais mon exposé devant toute la classe.,A1
1971.0,"Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer auprès de M. Barrault pendant qu'ils jouaient aux barres.",C1
1972.0,"Vivement que tout soit fini, que le village redevienne ce qu'il était.",A2
1973.0,"Au café, le patron allume la télé à l'heure de l'émission : Les clients la regardent, chacun y va de son commentaire.",A2
1974.0,"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1
1975.0,"L'entreprise déclarait en 2004 vouloir développer un système de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution significative du coût par kilogramme en orbite.",C1
1976.0,Comment peut-on aimer l'école ?,A2
1977.0,"On ouvrit la porte et les deux jeunes femmes parurent, suivies d'un maître d'hôtel, voilées, cachées, discrètes, avec cette allure de mystère charmant qu'elles prennent en ces endroits où les voisinages et les rencontres sont suspects.",C2
1978.0,"Il la sentait contre lui, si près, enfermée avec lui dans cette boîte noire, qu'éclairaient brusquement, pendant un instant, les becs de gaz des trottoirs.",C2
1979.0,La Fête du Travail en France est célébrée le premier mai comme c'est le cas dans de nombreux pays du monde.,A2
1980.0,Séverine est arrivée après une annonce que ma fille a faite.,A1
1981.0,"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1
1982.0,Un débat public et démocratique est donc nécessaire!,C1
1983.0,"Premièrement, les agences réglementaires nationales exigent un nombre de patients testés toujours plus grand.",B2
1984.0,"Ainsi, le portable permet de se tolérer mutuellement.",B2
1985.0,"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ça a libéré ma ligne , déclare-t-elle.",B2
1986.0,"Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu, ni comment y entrer).",B1
1987.0,"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2
1988.0,Ces aventuriers sont des têtes brûlées.,C1
1989.0,A cela s'ajoute la diminution de l'activité physique.,B2
1990.0,J'ai 18 ans.,A1
1991.0,"""80% du travail du robot a été fait"", avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée.",B1
1992.0,Il veut tout manger.,A2
1993.0,Il était urgent qu'il changeât ses essuie-glaces.,C2
1994.0,"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1
1995.0,"répétait Fabrice, il est donc criminel de vouloir défendre la patrie ?",B2
1996.0,"Si de la pluie tombe alors qu'il y a du soleil, vous pourrez sans doute observer un arc-en-ciel",B1
1997.0,"Devenus protocole et politesses rituelles, les mots d'amour glissaient sur la toile cirée de l'habitude.",C1
1998.0,Parlez-moi d'une journée habituelle.,A1
1999.0,"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1
2000.0,Claire suit un cours intensif d'espagnol dont elle est contente.,B2
2001.0,Voyager c'est bien mais voyager responsable c'est encore mieux !,B1
2002.0,"Notre garçon de sept ans, et nos jumelles de quatre ans se lèvent quand ils veulent, mais pas plus tard que dix heures.",A2
2003.0,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
2004.0,Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1
2005.0,"La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances",C2
2006.0,"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore.",C2
2007.0,"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1
2008.0,"Si tu veux, tu peux arriver tôt.",A1
2009.0,Il parle italien et anglais,A1
2010.0,"Merci Marco, c'est très gentil !",A1
2011.0,Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1
2012.0,"Comme mon père va avoir 50 ans, on lui organise un anniversaire surprise.",A2
2013.0,Tu viens en vacances au ski avec nous cet hivers,A1
2014.0,Ne regardez pas le livre.,A1
2015.0,Nous commençons un nouveau cours,A1
2016.0,Ce que la porte était bien incapable de faire!,B1
2017.0,Tout le contraire de moi.,A2
2018.0,C'est ça la vraie question.,A1
2019.0,"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, n'est-ce pas?",A1
2020.0,"Attentif aux évolutions de long cours, Pierre Bréchon, professeur à l'IEP de Grenoble, voit se dessiner le visage d'une société d'individualisation, qu'il distingue d'une société d'invidualisme.",C1
2021.0,"Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou, mieux encore, sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, tout vert et desséché dans ma caisse disjointe , et elle me trouveront moins succulent alors, et bien fait pour elles, et je m'en régale déjà.",C2
2022.0,On peut faire une classe inversée.,C2
2023.0,J'ai mis tout ce que j'avais dans ce projet.,A2
2024.0,Je viendrai dîner avec mon amie.,A1
2025.0,"Lorsque l'on examine l'origine de coûts, on voit entre autres que la part des coûts des moyens de transport dans le transport routier et le transport aérien est nettement plus élevée que celle des coûts d'infrastructure, alors que ces derniers sont comparativement beaucoup plus importants dans le transport ferroviaire.",C1
2026.0,"Si j'ai le temps, je te promets que je viendrai avec toi au théâtre",B1
2027.0,J'ai réservé pour deux nuits.,A1
2028.0,Ils sont arrivés samedi matin et ils ont visité la ville toute la journée,A1
2029.0,Elle travaille actuellement à une grille d'évaluation pour auditer la trentaine de structures qui frappent à sa porte.,C1
