id,sentence,difficulty
4064.0,"Depuis les années 2000, on constate un changement de mentalité.",B2
4065.0,Cette femme mourut seule et misérable.,B2
4066.0,"L'études des interactions économiques, historiques et géographiques permet de mieux comprendre pourquoi l'Europe, un petit cap excentré de l'Eurasie, a imposé en cinq siècles une vision uniforme et inégalitaire de la mondialisation.",C2
4067.0,"À Milan, dix fois par jour il voyait le prince Eugène, et eût pu lui adresser la parole.",B2
4068.0,"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à ""l'indemnité kilométrique"".",B2
4069.0,"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",B1
4070.0,Nous avons commencé un nouveau cours,A2
4071.0,Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.,A2
4072.0,C'est ce que font très bien les photographes documentaires,A2
4073.0,Recourons pour illustrer les idées de Hegel à quelques-uns de ses écrits postérieurs.,C1
4074.0,"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus leur humeur est négative après y être allés.",B2
4075.0,Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,A1
4076.0,Le Président de la République sera élu par les Français,B1
4077.0,Après avoir sollicité le jeune fils du nouveau roi des Français Louis-Philippe ler - qui refuse par crainte de nouvelles tensions internationales - les Belges se rabattent sur le prince anglo-allemand Léopold de Saxe- Cobourg,B2
4078.0,"Donc, je désire voir le théâtre guéri de cette fluxion.",B2
4079.0,"Ses différentes facettes, de l'amour, dans les relations intimes, à la conscience d'appartenir à une commune humanité, sont le ciment du projet individualiste.",C1
4080.0,"Le ciel d'avril, au-dessus de nos têtes, planait limpide et fourmillant d'étoiles",C1
4081.0,"Tout à coup une hauteur immense et à ma droite j'ai vu un aigle, l'oiseau de Napoléon ; il volait majestueusement se dirigeant vers la Suisse, et par conséquent vers Paris.",B2
4082.0,Ont-ils des contacts avec l'extérieur ?,B1
4083.0,"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",B1
4084.0,Chacun de ces projets touche en moyenne 10 000 classes.,B2
4085.0,Le facteur viens ici tous les jours !,A1
4086.0,"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",A2
4087.0,Marc Chagall termine ce qu'il pense être son dernier tableau : Les mariés de la Tour Eiffel.,B2
4088.0,Le mouvement qui atteint son apogée à Paris entre 1750 et 1765 progresse dans les provinces pour gagner la génération qui précède la Révolution.,C2
4089.0,"L'Europe eut la bonhomie d'être surprise de cet évènement, qui ne surprit point le marquis del Dongo ; il écrivit à son souverain une lettre pleine d'effusion de coeur ; il lui offrait ses talents et plusieurs millions, et lui répétait que ses ministres étaient des jacobins d'accord avec les meneurs de Paris.",C1
4090.0,"Aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",B2
4091.0,"À cette proximité spatiale, s'ajoute une fréquence plus intense du nombre d'événements.",C2
4092.0,"Elle eut plaisir, comme un enfant, à pousser de son doigt les larges portes tapissées ; elle aspira de toute sa poitrine l'odeur poussiéreuse des couloirs, et, quand elle fut assise dans sa loge, elle se cambra la taille avec une désinvolture de duchesse.",C2
4093.0,"Mais la famille était tellement sympa, on rigolait beaucoup.",A2
4094.0,"Tous les jours, il traînait dans la rue sans rien faire.",B1
4095.0,"J'y arrive à peine maintenant, et nous sommes presque à Noël.",A2
4096.0,L'homme impoli est le lépreux du monde fashionable.,C2
4097.0,"Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation.",C2
4098.0,"Pour les situations qui s'apparentent à de réelles addictions comportementales, un travail sur l'estime de soi est souvent nécessaire.",C2
4099.0,Ils ont déménagé car sa femme a été mutée à Paris.,B1
4100.0,Le domestique de Fabrice s'approcha avec les deux chevaux.,B2
4101.0,"Une action ""coup de peint"" destinée à dénoncer le ""greenwashing"" du gouvernement sur les enjeux environnementaux autour du trafic aérien, d'après l'organisation.",C1
4102.0,"L'homme que vous voyez exploita durant plusieurs décennies, un site archéologique aux troubailles impressionnantes.",B2
4103.0,L'individualisme a souvent mauvaise presse dans les discours contemporains.,B2
4104.0,Salue tes parents de ma part,A1
4105.0,J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,B1
4106.0,"La sémantique du directeur de l'opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision de l'exécutif écologiste, allié à la ""gauche unie"".",C1
4107.0,"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de radio, 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",B2
4108.0,Je te dis à très bientôt pour une rentrée des classes en pleine forme !,A2
4109.0,Il y a douze milles entre la cabane du pêcheur et la ville.,B1
4110.0,J'eus un haut le coeur lorsqu'il eut osé me saluer.,C1
4111.0,"J'ai écris un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'en écrirai d'autres.",B1
4112.0,"Dans une clairière enneigée, entourée d'arbres dénudés, une Citroën AX blance, bien fatiguée, attelée d'une remorque de type frigorifique, aurait l'air abandonnée si l'on ne distinguait quatre hommes aux cheveux très longs, assis dans la voiture.",C2
4113.0,"On poursuit la recette avec la découpe des légumes et autres épices, à commencer par le piment végétarien",C1
4114.0,"Darren Star annonce qu'elle est ""inspirée de sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",B2
4115.0,"Certains produits leur devinrent ensuite indispensables, en particulier le sucre.",C2
4116.0,Cet homme a une belle allure.,A2
4117.0,"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",C1
4118.0,Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée,B2
4119.0,"Puis, ayant rêvé pour la troisième fois qu'il voyait l'Enchanteresse, dont aucunes paroles humaines, cette nuit-là, n'eussent pu dépeindre le charme et le rayonnement, il s'en fut en secret le lendemain, sans consulter personne, et s'alla perdre, tout seul, dans la forêt.",B2
4120.0,J'eus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans l'ombre d'un espoir.,C2
4121.0,"Les cinq confédérations syndicales, l'épiscopat, la Fédération protestante de France, les petits patrons de la CGPME, les artisans de l'UPA, les députés socialistes et une soixantaine de leurs collègues de l'UMP: tous sont montés au créneau pour dire non à la proposition de loi d'extension du travail dominical.",C2
4122.0,"Les personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",B2
4123.0,Tous les chiens de ses basses-cours composaient une meute dans le besoin ; ses palefreniers étaient ses piqueurs ; le vicaire du village était son grand aumônier.,C1
4124.0,"À l'ère de l'Internet des Objets, les maisons intelligentes sont de plus en plus équipés d'objets connectés, dont les implications sur la vie privée restent largement inconnues des utilisateurs finaux.",C1
4125.0,"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes",B1
4126.0,"Lorsqu'il eut reçu son premier salaire en tant que consultant, Louis courut acquérir une guitare pour chanter une sérénade à sa bien-aimée sous le proche de sa maison.",C1
4127.0,"Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres.",A2
4128.0,"Certes, ""Emily in Paris"" est une production américaine qui semble s'adresser avant tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",C1
4129.0,Anna alla dans la cuisine où elle se sentait chez elle.,B1
4130.0,"Des ingrats : une personne ingrate est une personne qui n'a aucune reconnaissance, qui oublie les bonnes choses qu'une personne a faites pour elle.",A2
4131.0,"De mes fenêtres, je vois la Seine qui coule, le long de mon jardin, derrière la route, presque chez moi, la grande et large Seine qui va de Rouen au Havre, couverte de bateaux qui passent.",B2
4132.0,Une revue avec laquelle il fait bon se poser,A2
4133.0,"Les uns, les pires et dont elle s'était débarrassé les premiers, étaient ceux qui lui conseillaient de ne pas ""s'écouter"" et professaient, fût-ce négativement et en ne la manifestant que par certains silences de désapprobation ou par certains sourires de doute, la doctrine subversive qu'une petite promenade au soleil et un bon bifteck saignant (quand elle gardait quatorze heures sur l'estomac deux méchantes gorgées d'eau de Vichy !) lui feraient plus de bien que son lit et ses médecines.",C2
4134.0,On préférait se référer à l'autonomie des civilisations juxtaposées.,C1
4135.0,Je peux voir le docteur le matin,A1
4136.0,"Un petit coup au carreau, comme si quelque chose l'avait heurté, suivi d'une ample chute légère comme des grains de sable qu'on eut laissés tomber d'un fenêtre au dessus, puis, la chute s'entendant, se réglant, adoptant un rythme, devenant fluide, sonore, musicale, innombrable, universelle : c'était la pluie.",C2
4137.0,"Sur les 40 hommes et femmes présents, 32 étaient séparés ou en instance de divorce.",C1
4138.0,"Quand il arriva près de la maison il vit un monsieur à la porte, et il entendit qu'il disait à la femme : ""Ma bonne femme, votre mari est-il chez lui ?"" ""Non monsieur,"" répondit la femme.",A2
4139.0,Je t'envoie de gros bisous,A1
4140.0,"C'était le paradis, je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",C1
4141.0,"Elle a remis de l'ordre sur son bureau, elle a envoyé des fax et répondu au courrier",B1
4142.0,Leur capacité de concentraction s'effiloche.,B2
4143.0,Je viens de faire des épreuves surprenantes.,B1
4144.0,Elle regrette de devoir beaucoup travailler,A1
4145.0,"On l'examinait avec intérêt et curiosité, comme un bel orage.",C2
4146.0,"Là, la trap, ça vient tout droit des States et c'est tout nouveau en fait dans le rap",A2
4147.0,"Le cours de maths, lui, est beaucoup plus ennuyeux que d'habitude.",A2
4148.0,C'est trop classe,B1
4149.0,Quelle est l'efficacité réelle de la lutte contre la désinformation menée à grand renfort de communication par les réseaux sociaux ?,B2
4150.0,Je dois aller au bureau trois fois par semaine parce que j'ai des réunions pour déjeuner avec des clients,A2
4151.0,Est-ce que tu travailles toujours à l'agence de voyages ?,B1
4152.0,"Sur le fond, tout le monde est d'accord.",B1
4153.0,Il choisit toujours une grande chambre,A1
4154.0,"Sa famille, assez illustre en Pologne, avait été ruinée dans les troubles de cette contrée.",C2
4155.0,Vous préparez le repas ?,A1
4156.0,Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université,A1
4157.0,"Samedi dernier, j'ai passé la journée à Paris avec mon frère",A2
4158.0,Cette année Virginie est partie une semaine dans un hôtel à Arcachon avec son mari,A1
4159.0,"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux autres",B2
4160.0,C'est un scandale qu'on puisse construire une usine dans cette zone,B1
4161.0,"Ils attaquèrent la forêt tous ensemble, travaillant jour et nuit et frappant avec tant de force que le heurt de leurs cognées sur les troncs emplissait les plaines comme un grondement incessant de tonnerre.",B2
4162.0,"Ensuite, si vous avez par exemple choisi des couleurs unies, vers les bleu marine, ou vers les noirs, il est indispensable d'avoir des accessoires pour relooker la tenue",B2
4163.0,"Grand, bien fait, blond, d'un blond châtain vaguement roussi, avec une moustache retroussée, qui semblait mousser sur sa lèvre, des yeux bleus, clairs, troués d'une pupille toute petite, des cheveux frisés naturellement, séparés par une raie au milieu du crâne, il ressemblait bien au mauvais sujet des romans populaires",C2
4164.0,Cette ribaude ricane et échafaude !,C2
4165.0,"Un hôte désigne soit la personne qui reçoit un invité soit l'invité qui est reçu, accueilli.",B1
4166.0,À quelle période de l'année se déroule l'histoire ?,A2
4167.0,"D'où la mainmise indispensable sur des lieux situés sous les tropiques, pas trop loin de l'Europe, lieux qui nécessitaient l'importation forcée de main-d'oeuvre servile.",C2
4168.0,Environ 2 300 enseignants et chercheurs ainsi que 950 collaborateurs administratifs et techniques assurent la bonne marche de l'institution qui compte plus de 14 000 étudiants provenant de plus de 86 pays.,B2
4169.0,"Pourtant, Grégoire est loin d'être un idiot, il est même plein de de talents !",A2
4170.0,Les nouvelles technologies ont subi une évolution très rapide depuis les années 1970 et ont entraîné une véritable révolution dans nos habitudes et notre mode de pensée.,B2
4171.0,"Députés et membres de la Convention ont ainsi été conviés par le gouvernement à cinq réunions pour ""présenter les orientations retenues"".",C1
4172.0,"Une fois que vous vous êtes muni des pièces et documents demandés, vous les scannez et les enregistrez sous format numérique.",B2
4173.0,"Je m'appelle Jessica. Je suis une fille, je suis française et j'ai treize ans.",A1
4174.0,Lis un livre pour être plus calme.,A2
4175.0,J'attends votre réponse.,A1
4176.0,Un contrat est signé par l'éditeur et par l'auteur.,A2
4177.0,"Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.",A2
4178.0,"Quand Ulysse fut parti, Pénélope demeura pensive.",C2
4179.0,Le voleur nous a avoué qu'il avait agi sans raison.,B1
4180.0,Il fait un froid incroyable à Moscou mais la ville est superbe,B1
4181.0,Je ne sais pas où elles sont,A1
4182.0,Sachant que nous jetons 20 milliards de couches-culottes tous les ans dans le monde.,B2
4183.0,Il n'est pas assez dur. Il est trop mou.,A1
4184.0,"Soumis à des persécutions en raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",B2
4185.0,Le parc national de Chamonix a besoin de 5 guides pour l'été.,A1
4186.0,"Ces nouveaux seniors ne joueront pas à faire de la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",C1
4187.0,"Sur les cinq heures, il entendit la canonnade : c'étaient les préliminaires de Waterloo.",B2
4188.0,"Alors, qu'est-ce qu'on leur donne là ?",A2
4189.0,"Les soldats se regardèrent étonnés surtout de l'idée de payer, et lui accordèrent avec bonté une place au feu ; son domestique lui fit un abri.",B2
4190.0,C'est sympa de ta part.,A1
4191.0,Vous êtes une femme très intelligente.,A1
4192.0,Le chien n'est pas le seul à apprendre !,A2
4193.0,"Le bac en poche, le premier d'entre eux choisit d'en faire son métier.",B1
4194.0,Nous sommes tous des planches lithographiques dont une infinité de copies se tirent par la médisance,C2
4195.0,L'inspecteur a trouvé des preuves.,A2
4196.0,"Cependant, nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale.",A1
4197.0,"Ils tintaient le glas, maintenant, un glas d'une tristesse inexprimable, lourd de larmes, tout gonflé de sanglots.",C2
4198.0,"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'elles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit ""contourné"".",C1
4199.0,C'est avec grand plaisir que je vous envoie ce message pour vous décrire votre voyage à Paris en notre compagnie.,A2
4200.0,"Ces constats ont conduit la profession comptable notamment, mais aussi les dirigeants d'entreprises, à s'interroger pour savoir comment rendre compte de la valeur réelle de leur entreprise",C2
4201.0,Le XXe siècle a vu exploser le nombre de technologies capables de produire et diffuser de l'information.,B2
4202.0,L'une des plus emblématiques est Marie Sophie Germain.,B2
4203.0,"""Non, non,"" dit le roi; ""restez-là, mon ami."" ""Mais, j'ai assez dormi !"" dit le berger.",A2
4204.0,"Ce n'est pas grave, on va manger autre chose.",A2
4205.0,"Elle parlait plusieurs langues, imparfaitement à la vérité, mais toujours 11 avec vivacité, quelquefois avec grâce.",C2
4206.0,Tu as eu des nouvelles de Marie,A2
4207.0,"Son cercle s'était composé de quelques amis ou parents de son amant et de leurs femmes, que l'ascendant du comte de P *** avait forcés à recevoir sa maîtresse.",C2
4208.0,"Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.",C2
4209.0,Je rentrais chaque jour en compagnie de mon amoureux.,A2
4210.0,Cette ville a une atmosphère particulière dont je me souviendrai toujours.,B1
4211.0,Tu iras voir ta maman la semaine prochaine ?,A1
4212.0,"Merci, Monsieur.",A1
4213.0,Elle s'étirait délicatement en un long ruban d'hommes et de chameaux.,C1
4214.0,Le quotidien Dallas Morning News a même sorti qu'il s'agissait de la pancarte la plus étrange qu'ils avaient jamais vue.,B1
4215.0,"Contrairement aux autres lanceurs privés, passés ou encore opérationnels, le Falcon 1 utilise des composants entièrement conçus au sein de la société qui le commercialise.",C1
4216.0,es professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse.,B2
4217.0,"La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.",B1
4218.0,"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée de celle de Kennedy aux États-Unis",C1
4219.0,"D'abord, je préfère quand il ne fait pas trop chaud, et j'adore la lumière dorée des belles journées d'automne",A2
4220.0,"Peut-être était-ce l'apaisante influence du cigare dont la bague rouge, ornée d'un somptueux écu gaufré d'or, indiquait sans discrétion le prix.",C2
4221.0,Il habite en Italie avec sa femme et ses enfants.,A1
4222.0,Quelle heure il est ?,A1
4223.0,Ce sont les journalistes égyptiens Mustafa et Ali Amin qui eurent l'idée d'introduire cette fête dans leur pays.,B2
4224.0,Le tableau paraissait plus beau qu'avant.,B1
4225.0,"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",A2
4226.0,"En cas de danger, il faudra vite repartir en voiture",A2
4227.0,Nous avons une voiture bleue.,A1
4228.0,"Cette quête de l'altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s'imposa l'idée de tiers-monde, il s'avéra que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le ""Sud"".",C2
4229.0,Elle doit les aider à apprendre.,A2
4230.0,"Près de la pagode Sule, dans le centre de Rangoun, la capitale économique, un sit-in a été organisé, les manifestants déposant à terre les couvercles de poubelles qui leur servent de boucliers de fortune.",C1
4231.0,"Les reliures de tons différents, rouges, jaunes, vertes, violettes, et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",B2
4232.0,"Mais les arbres abattus croissaient de nouveau derrière eux, et les herbes et les broussailles repoussaient aussitôt que détruites, plus nombreuses et plus touffues, noyant la route commencée.",B2
4233.0,"Une femme n'envoie pas ses ""sentiments"" à un homme.",A2
4234.0,Deux employés d'un supermarché ont été licenciés après qu'ils aient refusé de travailler le dimanche.,B2
4235.0,Je pense que c'est bon.,A1
4236.0,Il devait à tout prix téléphoner à son bourreau quand il recevait des nouvelles de son banquier.,B1
4237.0,Avant de corser les choses.,B1
4238.0,"Mon impatience se changea tout à coup en timidité ; je m'habillai lentement ; je ne me sentais plus pressé d'arriver : j'avais un tel effroi que mon attente ne fût déçue, un sentiment si vif de la douleur que je courais risque d'éprouver, que j'aurais consenti volontiers à tout ajourner.",C2
4239.0,"Nous avions l'intention d'appeler ce journal Changer de vie, révèle sa fondatrice.",C1
4240.0,On est tous ensemble.,A1
4241.0,"Si vous en avez la possibilité, ne laissez pas votre chien longtemps dans la voiture sans surveillance.",B1
4242.0,Il fait beau aujourd'hui !,A1
4243.0,"Ceux qui représentent la classe moyenne, qui ont fait le gros des rédactions vont être broyés.",B2
4244.0,"Un frisson me saisit soudain, non pas un frisson de froid, mais un étrange frisson d'angoisse.",B2
4245.0,Elle aime le sport et la musique,A1
4246.0,"Dans le bureau, il y a un vélo d'appartement, des haltères et un stepper",B1
4247.0,"Un visage humain est projeté sur un masque de plastique et s'adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre.)",C2
4248.0,"À votre arrivée, le 7 juin prochain, nous allons vous accueillir à l'aéroport pour vous conduire à votre hôtel.",A2
4249.0,"Cet après-midi, avec mes amis nous allons au cinéma.",A1
4250.0,"Les enfants travaillent bien à l'école, même si ma fille a quelques difficultés en mathématiques",B1
4251.0,Essayez maintenant d'identifier les mots de vocabulaire dans l'histoire en l'écoutant à nouveau.,B1
4252.0,Mon cas personnel est peut être ici éclairant : je suis bilingue anglais,C2
4253.0,"Les populations passent alors d'un régime alimentaire traditionnel reposant sur les céréales, racines ou tubercules, comportant une faible proportion de lipides, peu de produits d'origine animale et une forte teneur en fibres, à une alimentation beaucoup plus riche en sucre, en lipides, en sel et, au total, en calories.",C1
4254.0,"Le repas était très bon En revanche, le dessert était immangeable",B2
4255.0,"Ainsi, les écarts de pratique hommes-femmes varient selon le type de ménage : faibles pour les personnes en couple sans enfant (1 point) et pour les personnes seules (4 points), ils atteignent 8 points en défaveur des femmes parmi les couples avec enfants.",C1
4256.0,"Quiconque aurait la dans mon coeur en son absence m'aurait pris pour un séducteur froid et peu sensible ; quiconque m'eût aperçu à ses côtés eût cru reconnaître en moi un amant novice, interdit et passionné.",C2
4257.0,"Et chaque fois que je sentais son grand souffle chaud sur mon visage, je serrais les dents, je fermais les poings dans les poches de mon pantalon, je me tendais tout entier pour triompher du soleil et de cette ivresse opaque qu'il me déversait.",C2
4258.0,"Elle, c'est Gérarda, elle a 85 ans, et elle vit avec Séverine, 36 ans et sa fille Kéline de 8 ans.",A1
4259.0,"En effet, je remplis les conditions d'ancienneté requises puisque je travaille dans votre entreprise depuis 45 mois et que je possède une expérience professionnelle de 8 années",C1
4260.0,"Elle a remis des dossiers au chef du personnel, elle a rempli des formulaires et elle a rédigé plusieurs commentaires sur son rapport hebdomadaire",B1
4261.0,Robert percevait même les grincements du grillage contre lequel il devait se lancer de toutes ses forces.,C1
4262.0,Peut-être que je devrais avancer un peu mon réveil pour éviter ça,A1
4263.0,"Cet épisode, auquel la population locale répondra par un élan de solidarité inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1
4264.0,Nous assistons à la montée des médicaments génériques et il devient difficile de renouveler les produits.,B2
4265.0,"Ces gens cultivaient leurs terres, élevaient des troupeaux, obéissaient aux usages, aimaient et mouraient selon la loi commune.",B2
4266.0,"Sur le plan sociodémographique, ils ressemblent aux ménages non issus de la migration; sur le plan économique, ils se rapprochent plutôt des ménages issus de la migration.",C1
4267.0,Ils y vont à pied.,A1
4268.0,Vous bénéficiez d'une réduction ?,A1
4269.0,"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin.",A2
4270.0,Elle partage un appartement avec deux garçons.,A1
4271.0,La très grande majorité des jeunes Français pensent que le téléphone portable est synonyme de liberté.,B2
4272.0,"Mais ce qui est extraordinaire, ce sont ses cheveux !",A2
4273.0,"Elle, la mode, elle l'invente, et les garçons, elle ne s'en occupe pas.",B1
4274.0,Elle pose avec l'assurance de celles qui veulent conquérir le monde.,B1
4275.0,Sinon le poumon de la terre continuera inexorablement à disparaître.,B2
4276.0,Ne t'inquiète pas.,A1
4277.0,La météo pourrie inonde les réseaux sociaux,B2
4278.0,"En effet, l'atmosphère était imprégnée d'une forte odeur de fraichin.",C2
4279.0,L'on vécut ainsi pendant l'hiver de 1814 à 1815.,B2
4280.0,"J'avais en outre une diarrhée du diable, que j'ai vaincue sans nul médicament, par la contention mentale et donc musculaire.",C2
4281.0,Je voudrais aller au cinéma avec mes copines.,B1
4282.0,C'est la belle qui a tué la bête.,A2
4283.0,"Chère Anna, Je ne suis pas encore prêt pour comprendre toute l'histoire, Mais tes vidéos sont extrêmement motivantes!",B1
4284.0,Que faire à Paris ?,A1
4285.0,"Une table carrée, de quatre couverts, étalait sa nappe blanche, si luisante qu'elle semblait vernie ; et les verres, l'argenterie, le réchaud brillaient gaiement sous la flamme de douze bougies portées par deux hauts candélabres.",C2
4286.0,"Quand le soleil eut fini de d'illuminer la step, la pluie arriva tel un torrent.",C1
4287.0,"Ah, le mois de décembre : ses illuminations, la couronne de l'Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants. Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée.",B2
4288.0,"Il a longé les quais de la Saône, traversé la presqu'île, puis rejoint les quais du Rhône",B2
4289.0,"Léonard est initié par Verrocchio aux nombreuses techniques pratiquées dans un atelier traditionnel, bien que certains artisans soient spécialisés dans des tâches telles que l'encadrement, les dorures et le travail du bronze.",C2
4290.0,La deuxième phase correspond à une période de bilinguisme émergent.,C1
4291.0,"Elle manifeste la volonté divine qui, sans défaillance, transforme le mal en bien.",C1
4292.0,Les prêts que l'on nous accordait pouvaient être quasiment considérés comme des fonds propres.,B2
4293.0,"Il apparait donc que l'accent mis sur la présence et la nature d'instruments de contingentement spatial risque de cacher, dans les cas d'Argovie et Soleure, la facilité procédurale avec laquelle le territoire d'urbanisation indiqué dans le plan directeur peut être modifié.",C2
4294.0,"Destiné à un large public s'intéressant à la connaissance de la Nature, ce livre est particulièrement recommandé aux enseignants des sciences biologiques !",C1
4295.0,"C'est vraiment pas un métier pour moi, c'est vraiment une passion !",A2
4296.0,Non.,A1
4297.0,"Si tu diminues tes frais de gestion annuels, tu augmenteras tes bénéfices nets d'au moins trente pour cent.",C1
4298.0,"De plus, nous assistons aussi à la perte d'une caractéristique ô combien essentielle et salvatrice pour notre espèce : la faculté d'empathie",C2
4299.0,Le député invite également à prendre en considération les nombreux avantages du vélo sur l'écologie et ses bienfaits sur la santé des salariés qui sont plus en forme.,B2
4300.0,"Malheureusement, une semaine est vite passée et nous serons bientôt de retour à Paris.",A1
4301.0,Le temps sera gris,A2
4302.0,Je vais en Grèce avec mon amie,A1
4303.0,"Plus que jamais, ceux-ci auront le rôle essentiel de dénicher les vrais talents parmi les dizaines de milliers de prétendants qui, grâce au livre numérique, rêvent déjà d'être publiés facilement.",B2
4304.0,L'objectif est désormais pour les scientifiques de retrouver cette météorite sur le terrain !,B1
4305.0,Je suis désolé,A1
4306.0,"Quand il était à l'université, il a créé un group de rap avec son frère.",B1
4307.0,"Demain, j'ai été fêter mon anniversaire",A2
4308.0,La journée n'est pas finie pour Théo qui doit rentrer à la maison pour faire ses devoirs.,A2
4309.0,"Ce fut une quinte terrible qui lui déchirait la gorge ; et, la face rouge, le front en sueur, il étouffait dans sa serviette.",C1
4310.0,Puis-je utiliser les toilettes?,A1
4311.0,Je t'écris de chez mes grands-parents à l'Aigle en Normandie où je passe de super vacances depuis maintenant une semaine,A2
4312.0,Appelle un docteur!,A1
4313.0,"Restaurant classe, costar, peaufinage du regard de séducteur, on part sur un sans-faute",C1
4314.0,Pour six personnes.,A1
4315.0,"Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir former, d'ici à 2050, autant d'étudiants que durant toute l'histoire de l'humanité réunie.",C1
4316.0,"Nous avons déménagé en France, parce qu'elle a toujours aimé la culture de ce pays",A1
4317.0,"Construire pareil ouvrage il y a quatre mille ans, il fallait être visionnaire.",B2
4318.0,J'ai une question.,A1
4319.0,"Elle se caractérise par une fébricule, des courbatures, des adénopathies cervicales postérieures et parfois un purpura du voile du palais.",C2
4320.0,Je vais trouver une autre solution à ce problème.,A2
4321.0,Je suis chez Camille,A1
4322.0,Je me sens bien.,A1
4323.0,"mon ami, j'ai peur de la méchante femme.",A2
4324.0,"""avoir compassion de"" signifie ""avoir de la pitié, de la sympathie"" envers quelqu'un.",A2
4325.0,Soit on le trouvera ridicule et ce sera une catastrophe.,B1
4326.0,"Les dégâts sont aussi importants mais personne ne s'en aperçoit, car les hommes qui subissent une manipulatrice ont tendance à minimiser leur souffrance",B2
4327.0,Folio n'arrive pas à s'endormir.,A1
4328.0,Elle m'a donnée cette table dont elle n'avait plus besoin.,B1
4329.0,"Interrogées, nombre de mathématiciennes le contestent.",B2
4330.0,Qu'est-ce qui contribue à ces troubles ?,B1
4331.0,La perspective de longues négociations pourrait peser sur l'investissement et la confiance des entreprises.,B2
4332.0,"Qu'on ait une augmentation, je crois maintenant qu'on est à +30%",A2
4333.0,L'impatience me dévorait : à tous les instants je consultais ma montre.,C2
4334.0,"C'est une soupe de poissons, spécialité de Marseille",B1
